tsne_1,tsne_2,dataset_source
14.398866,-2.0217323,Real Data
-8.823575,34.880478,Real Data
1.6179752,21.219616,Real Data
25.013699,-35.33837,Real Data
-26.167782,5.8528075,Real Data
43.836166,19.885578,Real Data
-11.810156,-41.92651,Real Data
62.491463,5.672752,Real Data
25.953022,-34.675423,Real Data
-49.430252,-22.457502,Real Data
-31.010227,3.7283986,Real Data
72.02026,-8.157411,Real Data
-9.501036,-31.46522,Real Data
26.318777,-9.571165,Real Data
-2.0931027,25.080582,Real Data
16.378805,-11.493288,Real Data
-50.832367,4.7298923,Real Data
-31.600359,-8.06403,Real Data
-2.9335947,-22.202347,Real Data
20.042727,-21.010874,Real Data
-46.104362,-19.597958,Real Data
-55.74818,-28.906147,Real Data
-67.190346,-32.297543,Real Data
3.1606371,48.395016,Real Data
-33.272118,-21.980198,Real Data
46.910103,34.89853,Real Data
3.5132213,36.803562,Real Data
25.759426,23.390604,Real Data
-12.885475,20.96319,Real Data
59.99603,-9.833931,Real Data
60.264526,28.95041,Real Data
14.498238,-14.845306,Real Data
27.573078,4.5814104,Real Data
15.933962,-29.138515,Real Data
11.544862,20.123198,Real Data
-11.26769,-28.06893,Real Data
-62.05529,-20.617777,Real Data
-11.743335,-46.5121,Real Data
61.07599,34.984364,Real Data
-3.067015,-38.182667,Real Data
-40.176655,36.317577,Real Data
-23.395037,18.456715,Real Data
17.712172,12.625458,Real Data
0.41064313,-17.70882,Real Data
7.7795672,28.223824,Real Data
17.359795,8.62842,Real Data
-1.2890477,40.089474,Real Data
-27.494999,11.340877,Real Data
46.943764,5.6153584,Real Data
31.687563,40.42642,Real Data
2.8208623,-20.303398,Real Data
53.58129,19.399559,Real Data
22.591972,28.423573,Real Data
-22.158293,16.389465,Real Data
-57.488777,-32.74887,Real Data
9.029051,48.6232,Real Data
-2.6774173,-11.832941,Real Data
22.094618,34.52298,Real Data
14.411031,-6.856955,Real Data
11.066074,25.151617,Real Data
23.337946,-42.27138,Real Data
-38.444504,1.5230018,Real Data
20.526247,-48.149338,Real Data
20.78719,-48.18802,Real Data
-32.301857,-18.649878,Real Data
38.87325,-30.081024,Real Data
-4.506696,-9.520188,Real Data
51.35577,49.928093,Real Data
-69.89874,-25.460909,Real Data
19.026834,-10.334217,Real Data
-17.07962,-17.930717,Real Data
4.230595,39.206818,Real Data
22.329275,-40.083138,Real Data
-51.408127,14.055552,Real Data
-79.14433,-29.401217,Real Data
0.23817354,40.179035,Real Data
15.115244,26.458893,Real Data
-24.253855,-13.712767,Real Data
-57.95726,-38.09004,Real Data
9.5199,53.8571,Real Data
-47.69637,44.677208,Real Data
24.306995,27.199026,Real Data
45.888996,7.3905025,Real Data
-3.4948957,46.241325,Real Data
-15.791741,-4.4275737,Real Data
-38.228455,0.70339334,Real Data
13.062447,-19.07417,Real Data
-19.174864,-33.322365,Real Data
-14.316541,-57.299347,Real Data
-18.596287,2.3922787,Real Data
-44.09516,17.162132,Real Data
42.61994,-0.75016254,Real Data
6.2236075,45.299305,Real Data
-40.773357,-36.872944,Real Data
-65.21926,-15.346227,Real Data
-2.9069376,-18.66125,Real Data
42.463127,40.731236,Real Data
-9.084515,-31.35166,Real Data
49.0317,23.968521,Real Data
-70.48572,-25.807861,Real Data
68.425026,27.85034,Real Data
64.90657,26.088007,Real Data
42.729237,5.793552,Real Data
38.56751,-30.258123,Real Data
20.130846,0.71738863,Real Data
-69.8313,-25.40284,Real Data
-10.537833,-1.8751296,Real Data
14.846055,16.06432,Real Data
24.731134,41.32389,Real Data
-29.294113,-39.187157,Real Data
-0.41819313,-26.485338,Real Data
-0.7734871,10.233797,Real Data
-37.747005,28.92616,Real Data
5.0148363,-21.44219,Real Data
46.776676,17.135777,Real Data
-31.040825,-31.72539,Real Data
49.206776,19.573463,Real Data
-31.713789,-24.58767,Real Data
-25.604977,38.817898,Real Data
12.427782,-35.374393,Real Data
43.026363,-11.075413,Real Data
26.59311,-12.802967,Real Data
-29.294607,-39.18754,Real Data
-38.37246,15.914539,Real Data
-15.386236,10.387226,Real Data
44.05214,46.19611,Real Data
-61.72893,-5.897369,Real Data
-4.0343194,-27.379045,Real Data
-40.21201,-31.940048,Real Data
-28.58786,-31.829964,Real Data
-5.3694096,24.25545,Real Data
5.7333775,6.0618057,Real Data
-17.473095,-10.053829,Real Data
23.60489,1.8943636,Real Data
-64.911255,-42.567936,Real Data
32.519608,30.396275,Real Data
4.898682,-53.61485,Real Data
-36.68482,20.024502,Real Data
1.4271797,-40.409714,Real Data
-7.883119,31.763227,Real Data
-7.1959233,51.033566,Real Data
22.922632,46.746773,Real Data
